col,row,snr
5.900000000000000000e+01,1.810000000000000000e+02,1.024280606811636574e+01
7.600000000000000000e+01,2.040000000000000000e+02,9.427215587627360449e+00
2.540000000000000000e+02,1.240000000000000000e+02,1.047843950963012993e+01
2.710000000000000000e+02,8.600000000000000000e+01,1.007164860703454146e+01
2.330000000000000000e+02,1.350000000000000000e+02,1.114053032723965053e+01
2.700000000000000000e+02,6.700000000000000000e+01,1.176921566760367988e+01
1.990000000000000000e+02,1.300000000000000000e+02,1.088100938184560640e+01
3.500000000000000000e+01,1.230000000000000000e+02,1.017161691739978657e+01
2.920000000000000000e+02,1.170000000000000000e+02,8.571603885071791495e+00
2.200000000000000000e+02,1.280000000000000000e+02,9.628314112102842159e+00
1.740000000000000000e+02,8.600000000000000000e+01,6.448555080164266151e+00
2.500000000000000000e+01,1.470000000000000000e+02,1.189302208639176861e+01
2.410000000000000000e+02,8.700000000000000000e+01,9.735101204024708466e+00
5.100000000000000000e+01,1.590000000000000000e+02,5.980525361027541287e+00
2.130000000000000000e+02,3.900000000000000000e+01,8.934376486256871530e+00
9.000000000000000000e+00,1.590000000000000000e+02,7.190136751444578422e+00
2.700000000000000000e+01,1.320000000000000000e+02,1.155915646908709782e+01
6.100000000000000000e+01,1.270000000000000000e+02,1.190066263761711696e+01
7.300000000000000000e+01,1.220000000000000000e+02,7.297799731448040284e+00
5.800000000000000000e+01,1.300000000000000000e+02,1.038264615562112247e+01
8.100000000000000000e+01,2.170000000000000000e+02,1.139892447970944644e+01
7.600000000000000000e+01,1.770000000000000000e+02,1.316472578695794660e+01
5.900000000000000000e+01,1.500000000000000000e+02,1.221312284008985927e+01
2.430000000000000000e+02,5.200000000000000000e+01,1.146681418403234787e+01
2.830000000000000000e+02,1.070000000000000000e+02,5.359399647333070504e+00
2.750000000000000000e+02,4.900000000000000000e+01,9.888167303491265159e+00
1.890000000000000000e+02,7.100000000000000000e+01,9.400370505853501868e+00
2.910000000000000000e+02,3.300000000000000000e+01,1.124213991862694151e+01
2.520000000000000000e+02,1.280000000000000000e+02,9.263346169549462772e+00
2.740000000000000000e+02,1.500000000000000000e+01,1.096111834006636165e+01
4.200000000000000000e+01,4.900000000000000000e+01,6.844041426618874269e+00
3.100000000000000000e+01,1.550000000000000000e+02,7.341002083678937140e+00
2.520000000000000000e+02,9.100000000000000000e+01,8.985146929546662165e+00
2.570000000000000000e+02,7.700000000000000000e+01,1.238317354815890070e+01
2.630000000000000000e+02,1.350000000000000000e+02,1.189683979020695581e+01
2.930000000000000000e+02,2.200000000000000000e+01,8.277886469338323394e+00
2.140000000000000000e+02,6.500000000000000000e+01,9.937649817726464718e+00
2.600000000000000000e+02,2.100000000000000000e+01,1.110408605700569318e+01
2.570000000000000000e+02,6.100000000000000000e+01,9.284834722887088887e+00
3.800000000000000000e+01,1.270000000000000000e+02,6.190825203474069838e+00
2.030000000000000000e+02,1.180000000000000000e+02,1.351760448414827387e+01
