x,y
1.285484892086331001e+03,2.916755395683453571e+02
1.309394244604316555e+03,2.743618705035971743e+02
1.316402158273381247e+03,2.582848920863309559e+02
1.215405755395683627e+03,4.198791366906475560e+02
1.207573381294964065e+03,4.417273381294965020e+02
1.059582733812949755e+03,4.474985611510792296e+02
1.072361870503597174e+03,4.050388489208634155e+02
9.874424460431655461e+02,4.289482014388490256e+02
9.528151079136690669e+02,4.532697841726619572e+02
8.889194244604316282e+02,1.152410071942446308e+02
8.497575539568344993e+02,2.389100719424460806e+02
8.233748201438849037e+02,2.286043165467626466e+02
8.130690647482014128e+02,1.713043165467626352e+02
9.012863309352518399e+02,2.215964028776978978e+02
1.287546043165467836e+03,3.609280575539568758e+01
1.306920863309352626e+03,4.392517985611511477e+01
1.317226618705036117e+03,6.247553956834533295e+01
1.072361870503597174e+03,4.005043165467626523e+02
1.067415107913669090e+03,4.108100719424461431e+02
1.112348201438848946e+03,4.396661870503597811e+02
1.069888489208633018e+03,4.256503597122302835e+02
1.056284892086330956e+03,4.520330935251799360e+02
1.031963309352518081e+03,4.442007194244605444e+02
1.011351798561151099e+03,4.450251798561151872e+02
1.008053956834532414e+03,4.314215827338130680e+02
9.837323741007194258e+02,4.281237410071943259e+02
9.849690647482015038e+02,4.359561151079137744e+02
9.680676258992806424e+02,4.404906474820144808e+02
9.771366906474820553e+02,4.474985611510792296e+02
9.804345323741007405e+02,4.487352517985612508e+02
9.577618705035971516e+02,4.499719424460432720e+02
9.474561151079136607e+02,4.553309352517986781e+02
9.334402877697841632e+02,4.314215827338130680e+02
9.173633093525180584e+02,4.450251798561151872e+02
9.012863309352518399e+02,4.211158273381295771e+02
8.316194244604316737e+02,4.462618705035972084e+02
9.462194244604316964e+02,4.038021582733813943e+02
9.359136690647482055e+02,3.972064748201439670e+02
9.313791366906475560e+02,3.901985611510792182e+02
9.301424460431654779e+02,3.823661870503597697e+02
9.243712230215827503e+02,3.671136690647482510e+02
9.585863309352517945e+02,3.926719424460432606e+02
8.258482014388489461e+02,2.228330935251798905e+02
8.406884892086330865e+02,2.310776978417266605e+02
8.072978417266186852e+02,1.667697841726619004e+02
8.118323741007194485e+02,1.506928057553957103e+02
8.373906474820144012e+02,1.713043165467626352e+02
8.567654676258993049e+02,1.564640287769784379e+02
8.406884892086330865e+02,8.308705035971225072e+01
8.485208633093525350e+02,9.009496402877699950e+01
8.806748201438849719e+02,2.001582733812949755e+01
8.588266187050360259e+02,4.186402877697842229e+01
8.761402877697842086e+02,4.887194244604317106e+01
8.316194244604316737e+02,3.609280575539568758e+01
8.794381294964028939e+02,6.948345323741008883e+01
8.843848920863309786e+02,7.978920863309353706e+01
8.889194244604316282e+02,1.185388489208633302e+02
8.946906474820143558e+02,1.391503597122302551e+02
9.070575539568345675e+02,1.585251798561151304e+02
8.992251798561151190e+02,2.228330935251798905e+02
9.140654676258992595e+02,2.331388489208633530e+02
9.276690647482014356e+02,2.112906474820144354e+02
9.577618705035971516e+02,2.009848920863309729e+02
9.507539568345323460e+02,1.906791366906475105e+02
9.631208633093525577e+02,1.791366906474820553e+02
9.940381294964029166e+02,1.379136690647482340e+02
9.829079136690647829e+02,1.321424460431654779e+02
9.746633093525180129e+02,9.339280575539569895e+01
9.598230215827338725e+02,9.792733812949641958e+01
9.256079136690648284e+02,9.792733812949641958e+01
9.289057553956835136e+02,9.091942446043167081e+01
9.231345323741007860e+02,7.978920863309353706e+01
9.462194244604316964e+02,7.030791366906476014e+01
9.243712230215827503e+02,2.578705035971223580e+01
9.622964028776979148e+02,1.548129496402877869e+01
9.998093525179856442e+02,2.702374100719424987e+01
1.005580575539568372e+03,5.670431654676259825e+01
1.010115107913669135e+03,6.948345323741008883e+01
1.001046043165467609e+03,9.215611510791369199e+01
1.005580575539568372e+03,8.885827338129497832e+01
1.046803597122302108e+03,1.597618705035971516e+02
1.072361870503597174e+03,2.578705035971223580e+01
1.068651798561151054e+03,4.516187050359712885e+01
1.022894244604316555e+03,9.710071942446043991e+00
1.040207913669064737e+03,1.094676258992805984e+01
1.071125179856115210e+03,1.218345323741007391e+01
1.124715107913669272e+03,2.784820143884892474e+01
1.146563309352517990e+03,8.638489208633095018e+01
1.194794244604316646e+03,3.032158273381295643e+01
1.029902158273381247e+03,2.459179856115108294e+02
1.005580575539568372e+03,3.683503597122302722e+02
1.034436690647482010e+03,3.592812949640288593e+02
1.044742446043165501e+03,3.671136690647482510e+02
1.055048201438848992e+03,3.753582733812950210e+02
1.058346043165467563e+03,3.258906474820144581e+02
1.083492086330935308e+03,3.077525179856115756e+02
1.092973381294964156e+03,3.213561151079137517e+02
1.092973381294964156e+03,3.341352517985612280e+02
1.165938129496403008e+03,4.132834532374101855e+02
1.171709352517985735e+03,4.429640287769785232e+02
1.186961870503597311e+03,4.520330935251799360e+02
1.138730935251798655e+03,4.565676258992806424e+02
1.202626618705035980e+03,4.404906474820144808e+02
1.202626618705035980e+03,4.338949640287770535e+02
1.205100000000000136e+03,4.244136690647482624e+02
1.209634532374100672e+03,4.268870503597123047e+02
1.217879136690647556e+03,4.268870503597123047e+02
1.219940287769784391e+03,4.141079136690648284e+02
1.351853956834532482e+03,4.050388489208634155e+02
1.351853956834532482e+03,4.223525179856115983e+02
1.203863309352518172e+03,3.522733812949641106e+02
1.253330935251798564e+03,3.522733812949641106e+02
1.226948201438849082e+03,3.559834532374101741e+02
1.161403597122302244e+03,3.250661870503597584e+02
1.175419424460431856e+03,2.723007194244605103e+02
1.194794244604316646e+03,2.883776978417266719e+02
1.214169064748201436e+03,3.052791366906475332e+02
1.252094244604316600e+03,3.110503597122302608e+02
1.276003597122302381e+03,3.155848920863310241e+02
1.294553956834532528e+03,3.052791366906475332e+02
1.286309352517985644e+03,2.883776978417266719e+02
1.310630935251798746e+03,2.723007194244605103e+02
1.318463309352518081e+03,2.640561151079137403e+02
1.346082733812949755e+03,2.780719424460432379e+02
1.350617266187050518e+03,3.040424460431655120e+02
1.347319424460431719e+03,3.213561151079137517e+02
1.362159712230215973e+03,3.238294964028777372e+02
1.373702158273381428e+03,3.122870503597122820e+02
1.374526618705036071e+03,3.019812949640288480e+02
1.129661870503597129e+03,2.549870503597122706e+02
1.223238129496402962e+03,2.413834532374101229e+02
1.226948201438849082e+03,2.665294964028777258e+02
1.186961870503597311e+03,2.286043165467626466e+02
1.222413669064748319e+03,2.253064748201439329e+02
1.208397841726618708e+03,1.791366906474820553e+02
1.238490647482014538e+03,1.539906474820144240e+02
1.246323021582733872e+03,1.379136690647482340e+02
1.268171223021582819e+03,1.379136690647482340e+02
1.268171223021582819e+03,1.758388489208633416e+02
1.322173381294964202e+03,1.964503597122302665e+02
1.303623021582734054e+03,2.356122302158273953e+02
1.367930935251798701e+03,1.667697841726619004e+02
1.374526618705036071e+03,1.519294964028777315e+02
1.358861870503597402e+03,1.506928057553957103e+02
1.350617266187050518e+03,1.461582733812950039e+02
1.373702158273381428e+03,1.061719424460431895e+02
1.371228776978417500e+03,3.609280575539568758e+01
1.363396402877697938e+03,3.361942446043165944e+01
1.237253956834532346e+03,1.548129496402877869e+01
1.292080575539568372e+03,3.361942446043165944e+01
1.308157553956834590e+03,4.392517985611511477e+01
1.312692086330935354e+03,6.577338129496403951e+01
1.324234532374100809e+03,5.794100719424461232e+01
1.317226618705036117e+03,1.197755395683453514e+02
1.281774820143884881e+03,8.308705035971225072e+01
1.255392086330935399e+03,1.004007194244604477e+02
1.264873381294964020e+03,1.197755395683453514e+02
1.286309352517985644e+03,1.267834532374101002e+02
9.734266187050360486e+02,3.580446043165468382e+02
9.012863309352518399e+02,4.211158273381295771e+02
9.161266187050359804e+02,4.474985611510792296e+02
9.334402877697841632e+02,4.314215827338130680e+02
9.425093525179856897e+02,4.565676258992806424e+02
9.565251798561150736e+02,4.532697841726619572e+02
9.507539568345323460e+02,4.062755395683454367e+02
9.334402877697841632e+02,3.926719424460432606e+02
9.264323741007194712e+02,3.662892086330936081e+02
9.598230215827338725e+02,3.972064748201439670e+02
9.862057553956834681e+02,4.314215827338130680e+02
9.862057553956834681e+02,4.520330935251799360e+02
1.011351798561151099e+03,4.462618705035972084e+02
1.053811510791367027e+03,4.532697841726619572e+02
1.056284892086330956e+03,4.578043165467626636e+02
1.008053956834532414e+03,3.695870503597122934e+02
1.031963309352518081e+03,3.605179856115108805e+02
1.049276978417266264e+03,3.708237410071943145e+02
1.062056115107913683e+03,3.753582733812950210e+02
1.073186330935251817e+03,4.062755395683454367e+02
1.064117266187050518e+03,4.165812949640288707e+02
1.113584892086330910e+03,4.384294964028778168e+02
1.136257553956834727e+03,4.553309352517986781e+02
1.169648201438848901e+03,4.062755395683454367e+02
1.223238129496402962e+03,4.289482014388490256e+02
1.212932374100719471e+03,4.289482014388490256e+02
1.200565467625899373e+03,4.462618705035972084e+02
1.203863309352518172e+03,3.568079136690648170e+02
1.161403597122302244e+03,3.271273381294964793e+02
1.088026618705036071e+03,3.399064748201439556e+02
1.096271223021582728e+03,3.192949640287770308e+02
1.088026618705036071e+03,3.089892086330935967e+02
1.056284892086330956e+03,3.283640287769785004e+02
8.749035971223021306e+02,2.578705035971223580e+01
8.316194244604316737e+02,3.609280575539568758e+01
8.439863309352517717e+02,8.514820143884894321e+01
8.485208633093525350e+02,9.462949640287772013e+01
8.786136690647482510e+02,7.030791366906476014e+01
8.749035971223021306e+02,5.340647482014389169e+01
8.876827338129496638e+02,1.210122302158273584e+02
1.046803597122302108e+03,1.642964028776978864e+02
9.907402877697842314e+02,1.370892086330935626e+02
9.610597122302158368e+02,1.783122302158273840e+02
9.519906474820144240e+02,2.055194244604317078e+02
9.243712230215827503e+02,2.150007194244604705e+02
9.140654676258992595e+02,2.331388489208633530e+02
8.967517985611510767e+02,2.228330935251798905e+02
8.361539568345324369e+02,2.364366906474820667e+02
8.176035971223021761e+02,2.207719424460431981e+02
8.085345323741007633e+02,1.737776978417266491e+02
9.218978417266187080e+02,7.978920863309353706e+01
9.425093525179856897e+02,7.278129496402878829e+01
9.598230215827338725e+02,1.024618705035971402e+02
9.289057553956835136e+02,9.669064748201441262e+01
9.256079136690648284e+02,9.091942446043167081e+01
9.210733812949640651e+02,2.702374100719424987e+01
9.610597122302158368e+02,9.710071942446043991e+00
9.940381294964029166e+02,2.784820143884892474e+01
1.003519424460431765e+03,5.340647482014389169e+01
1.008053956834532414e+03,6.948345323741008883e+01
1.010115107913669135e+03,8.638489208633095018e+01
9.989848920863310013e+02,9.586618705035972710e+01
9.734266187050360486e+02,9.916402877697844076e+01
1.132959712230215928e+03,2.570482014388489915e+02
1.176656115107913820e+03,2.723007194244605103e+02
1.187786330935251954e+03,2.298410071942446393e+02
1.191496402877697847e+03,2.883776978417266719e+02
1.212932374100719471e+03,3.089892086330935967e+02
1.250857553956834636e+03,3.489755395683453685e+02
1.253330935251798564e+03,3.135237410071943032e+02
1.281774820143884881e+03,3.155848920863310241e+02
1.231482733812949846e+03,2.677661870503597470e+02
1.225711510791366891e+03,2.446812949640288366e+02
1.214169064748201436e+03,2.319021582733813318e+02
1.206336690647482101e+03,1.783122302158273840e+02
1.238490647482014538e+03,1.552273381294964452e+02
1.245086330935251908e+03,1.370892086330935626e+02
1.262400000000000091e+03,1.173021582733813233e+02
1.256628776978417363e+03,1.069964028776978608e+02
1.279713669064748274e+03,8.514820143884894321e+01
1.316402158273381247e+03,1.173021582733813233e+02
1.358861870503597402e+03,1.506928057553957103e+02
1.369167625899280665e+03,1.655330935251798792e+02
1.375763309352518263e+03,1.506928057553957103e+02
1.373702158273381428e+03,1.115309352517985815e+02
1.341548201438848992e+03,2.834309352517986440e+02
1.350617266187050518e+03,3.098136690647482396e+02
1.346082733812949755e+03,3.238294964028777372e+02
1.355151798561151281e+03,3.238294964028777372e+02
1.375763309352518263e+03,3.098136690647482396e+02
1.372465467625899237e+03,3.007446043165468268e+02
1.348556115107913683e+03,4.178179856115108919e+02
1.292080575539568372e+03,3.052791366906475332e+02
1.283011510791367073e+03,2.929122302158273783e+02
1.303623021582734054e+03,2.801330935251799019e+02
1.312692086330935354e+03,2.685906474820144467e+02
1.312692086330935354e+03,2.376733812949640878e+02
1.317226618705036117e+03,1.997482014388489517e+02
1.073186330935251817e+03,4.516187050359712885e+01
1.071125179856115210e+03,1.424460431654676462e+01
1.075659712230215973e+03,3.032158273381295643e+01
1.114409352517985553e+03,2.784820143884892474e+01
1.147800000000000182e+03,9.009496402877699950e+01
1.191496402877697847e+03,3.485611510791367351e+01
1.236017266187050382e+03,1.424460431654676462e+01
1.291256115107913729e+03,3.361942446043165944e+01
1.306920863309352626e+03,4.392517985611511477e+01
1.311867625899280711e+03,6.577338129496403951e+01
1.325471223021582773e+03,6.000215827338130481e+01
1.356388489208633246e+03,3.939064748201439414e+01
1.375763309352518263e+03,3.155827338129497051e+01
1.277240287769784345e+03,1.597618705035971516e+02
1.261163309352518127e+03,1.770755395683453628e+02
1.268171223021582819e+03,2.055194244604317078e+02
1.029902158273381247e+03,2.537503597122302779e+02
8.279093525179856670e+02,4.520330935251799360e+02
9.726021582733812920e+02,3.568079136690648170e+02
9.049964028776978466e+02,1.597618705035971516e+02
1.031963309352518081e+03,1.943892086330935740e+02
1.331242446043165728e+03,1.997482014388489517e+02
1.254567625899280756e+03,3.122870503597122820e+02
1.286309352517985644e+03,2.883776978417266719e+02
1.276003597122302381e+03,3.143482014388490029e+02
1.293317266187050336e+03,3.052791366906475332e+02
1.306920863309352626e+03,2.731251798561151531e+02
1.316402158273381247e+03,2.628194244604317191e+02
1.342784892086331183e+03,2.826064748201439443e+02
1.349380575539568326e+03,3.077525179856115756e+02
1.349380575539568326e+03,3.201194244604317305e+02
1.359686330935252045e+03,3.225928057553957728e+02
1.375763309352518263e+03,3.110503597122302608e+02
1.372465467625899237e+03,3.040424460431655120e+02
1.350617266187050518e+03,4.178179856115108919e+02
1.349380575539568326e+03,4.108100719424461431e+02
1.248796402877697801e+03,3.522733812949641106e+02
1.202626618705035980e+03,3.559834532374101741e+02
1.212107913669064828e+03,3.065158273381295544e+02
1.193557553956834681e+03,2.883776978417266719e+02
1.179953956834532391e+03,2.710640287769784891e+02
1.162640287769784209e+03,3.238294964028777372e+02
1.228184892086331047e+03,2.698273381294964679e+02
1.223238129496402962e+03,2.401467625899281018e+02
8.773769784172661730e+02,2.248920863309352924e+01
8.336805755395683946e+02,3.485611510791367351e+01
8.588266187050360259e+02,3.939064748201439414e+01
8.773769784172661730e+02,4.969640287769784948e+01
8.761402877697842086e+02,6.824676258992806765e+01
8.786136690647482510e+02,6.371223021582734702e+01
8.806748201438849719e+02,7.401798561151080946e+01
8.476964028776978921e+02,8.762158273381297136e+01
8.439863309352517717e+02,8.308705035971225072e+01
9.256079136690648284e+02,2.578705035971223580e+01
9.610597122302158368e+02,1.094676258992805984e+01
9.425093525179856897e+02,7.030791366906476014e+01
9.218978417266187080e+02,7.855251798561153009e+01
9.276690647482014356e+02,8.762158273381297136e+01
9.276690647482014356e+02,9.586618705035972710e+01
8.901561151079137062e+02,1.197755395683453514e+02
8.946906474820143558e+02,1.358525179856115415e+02
9.070575539568345675e+02,1.564640287769784379e+02
8.085345323741007633e+02,1.737776978417266491e+02
8.233748201438849037e+02,2.207719424460431981e+02
8.394517985611511222e+02,2.298410071942446393e+02
8.946906474820143558e+02,2.228330935251798905e+02
9.128287769784172951e+02,2.310776978417266605e+02
9.276690647482014356e+02,2.125273381294964565e+02
9.552884892086331092e+02,2.022215827338129941e+02
9.528151079136690669e+02,1.943892086330935740e+02
9.643575539568346358e+02,1.803733812949640765e+02
9.932136690647482737e+02,1.379136690647482340e+02
1.046803597122302108e+03,1.597618705035971516e+02
9.610597122302158368e+02,1.004007194244604477e+02
9.746633093525180129e+02,9.215611510791369199e+01
1.004756115107913729e+03,8.885827338129497832e+01
1.002282733812949687e+03,9.339280575539569895e+01
9.940381294964029166e+02,2.455035971223021818e+01
1.006817266187050336e+03,5.546762589928058418e+01
1.010115107913669135e+03,6.371223021582734702e+01
1.076896402877697938e+03,3.939064748201439414e+01
1.071125179856115210e+03,2.125251798561151162e+01
1.022894244604316555e+03,9.710071942446043991e+00
1.121417266187050473e+03,2.908489208633093881e+01
1.147800000000000182e+03,8.762158273381297136e+01
1.190259712230215882e+03,3.032158273381295643e+01
1.237253956834532346e+03,1.300791366906474877e+01
1.293317266187050336e+03,3.732949640287770876e+01
1.306096402877697983e+03,4.639856115107914292e+01
1.311867625899280711e+03,6.000215827338130481e+01
1.326707913669064965e+03,5.917769784172663350e+01
1.360923021582733782e+03,3.485611510791367351e+01
1.369992086330935308e+03,3.485611510791367351e+01
1.374526618705036071e+03,1.094697841726618890e+02
1.373702158273381428e+03,1.494561151079136891e+02
1.369167625899280665e+03,1.634719424460431867e+02
1.357625179856115210e+03,1.519294964028777315e+02
1.351853956834532482e+03,1.461582733812950039e+02
1.317226618705036117e+03,1.197755395683453514e+02
1.283011510791367073e+03,8.638489208633095018e+01
1.253330935251798564e+03,1.012251798561151332e+02
1.264873381294964020e+03,1.185388489208633302e+02
1.247559712230215837e+03,1.321424460431654779e+02
1.206336690647482101e+03,1.770755395683453628e+02
1.240551798561151145e+03,1.539906474820144240e+02
1.319700000000000273e+03,1.952136690647482453e+02
1.306096402877697983e+03,2.376733812949640878e+02
1.185725179856115119e+03,2.273676258992806254e+02
1.129661870503597129e+03,2.537503597122302779e+02
1.030726618705036117e+03,2.434446043165468154e+02
1.058346043165467563e+03,3.225928057553957728e+02
1.092973381294964156e+03,3.168215827338129884e+02
1.097507913669064692e+03,3.353719424460432492e+02
1.083492086330935308e+03,3.040424460431655120e+02
1.035673381294964202e+03,3.580446043165468382e+02
1.003519424460431765e+03,3.662892086330936081e+02
8.316194244604316737e+02,4.474985611510792296e+02
8.992251798561151190e+02,4.186424460431655348e+02
9.173633093525180584e+02,4.450251798561151872e+02
9.346769784172662412e+02,4.338949640287770535e+02
9.474561151079136607e+02,4.038021582733813943e+02
9.313791366906475560e+02,3.901985611510792182e+02
9.218978417266187080e+02,3.671136690647482510e+02
9.598230215827338725e+02,3.914352517985612394e+02
9.449827338129496184e+02,4.520330935251799360e+02
9.540517985611511449e+02,4.507964028776979148e+02
9.577618705035971516e+02,4.442007194244605444e+02
9.849690647482015038e+02,4.268870503597123047e+02
9.874424460431655461e+02,4.347194244604317532e+02
1.012588489208633177e+03,4.429640287769785232e+02
1.055048201438848992e+03,4.507964028776979148e+02
1.062056115107913683e+03,4.545064748201439784e+02
1.112348201438848946e+03,4.384294964028778168e+02
1.073186330935251817e+03,4.029776978417266946e+02
1.059582733812949755e+03,3.753582733812950210e+02
1.044742446043165501e+03,3.662892086330936081e+02
1.165938129496403008e+03,4.120467625899281643e+02
1.221176978417266355e+03,4.244136690647482624e+02
1.183251798561151190e+03,4.545064748201439784e+02
1.140792086330935263e+03,4.565676258992806424e+02
1.202626618705035980e+03,4.417273381294965020e+02
1.203863309352518172e+03,4.314215827338130680e+02
1.198092086330935217e+03,4.132834532374101855e+02
1.209634532374100672e+03,4.244136690647482624e+02
1.219940287769784391e+03,4.095733812949641219e+02
1.226948201438849082e+03,2.677661870503597470e+02
1.225711510791366891e+03,2.467424460431655291e+02
9.186000000000000227e+02,4.450251798561151872e+02
9.264323741007194712e+02,4.314215827338130680e+02
9.012863309352518399e+02,4.256503597122302835e+02
9.276690647482014356e+02,4.132834532374101855e+02
9.540517985611511449e+02,4.487352517985612508e+02
9.907402877697842314e+02,4.338949640287770535e+02
1.046803597122302108e+03,4.565676258992806424e+02
1.096271223021582728e+03,4.462618705035972084e+02
1.078957553956834545e+03,4.141079136690648284e+02
1.062056115107913683e+03,3.844273381294964906e+02
1.045979136690647465e+03,3.671136690647482510e+02
1.036497841726618844e+03,3.625791366906475446e+02
1.053811510791367027e+03,3.238294964028777372e+02
1.095034532374100763e+03,3.353719424460432492e+02
1.165113669064748137e+03,4.120467625899281643e+02
1.208397841726618708e+03,4.314215827338130680e+02
1.129661870503597129e+03,2.582848920863309559e+02
1.174182733812949664e+03,2.788964028776978807e+02
1.042269064748201572e+03,1.597618705035971516e+02
1.004756115107913729e+03,1.403870503597122479e+02
9.449827338129496184e+02,2.022215827338129941e+02
8.979884892086331547e+02,2.207719424460431981e+02
9.037597122302158823e+02,1.655330935251798792e+02
8.889194244604316282e+02,1.313179856115108350e+02
8.889194244604316282e+02,1.164776978417266378e+02
8.406884892086330865e+02,9.009496402877699950e+01
8.439863309352517717e+02,8.638489208633095018e+01
8.806748201438849719e+02,6.948345323741008883e+01
8.761402877697842086e+02,4.969640287769784948e+01
8.716057553956834454e+02,2.125251798561151162e+01
9.668309352517985644e+02,1.671798561151079099e+01
1.008053956834532414e+03,3.279496402877698813e+01
1.002282733812949687e+03,5.340647482014389169e+01
1.019596402877697869e+03,7.484244604316548077e+01
1.004756115107913729e+03,9.215611510791369199e+01
9.482805755395684173e+02,1.012251798561151332e+02
9.231345323741007860e+02,8.308705035971225072e+01
9.264323741007194712e+02,9.215611510791369199e+01
9.482805755395684173e+02,6.824676258992806765e+01
9.746633093525180129e+02,9.792733812949641958e+01
1.364220863309352580e+03,1.564640287769784379e+02
1.318463309352518081e+03,1.267834532374101002e+02
1.280538129496402917e+03,8.885827338129497832e+01
1.194794244604316646e+03,3.485611510791367351e+01
1.146563309352517990e+03,8.638489208633095018e+01
1.072361870503597174e+03,4.392517985611511477e+01
1.066590647482014447e+03,2.248920863309352924e+01
8.336805755395683946e+02,3.856618705035971573e+01
8.130690647482014128e+02,2.273676258992806254e+02
8.213136690647481828e+02,4.520330935251799360e+02
1.348556115107913683e+03,4.120467625899281643e+02
1.203863309352518172e+03,3.568079136690648170e+02
1.156869064748201481e+03,3.258906474820144581e+02
1.114409352517985553e+03,4.359561151079137744e+02
1.072361870503597174e+03,4.095733812949641219e+02
1.004756115107913729e+03,3.695870503597122934e+02
1.238490647482014538e+03,1.577007194244604591e+02
1.209634532374100672e+03,1.700676258992806140e+02
1.319700000000000273e+03,1.943892086330935740e+02
1.309394244604316555e+03,6.453669064748203255e+01
1.318463309352518081e+03,5.917769784172663350e+01
1.306920863309352626e+03,4.887194244604317106e+01
1.295790647482014492e+03,4.062733812949640821e+01
1.369992086330935308e+03,3.732949640287770876e+01
1.375763309352518263e+03,1.094697841726618890e+02
1.328769064748201572e+03,1.997482014388489517e+02
1.022894244604316555e+03,9.710071942446043991e+00
1.001046043165467609e+03,2.908489208633093881e+01
9.256079136690648284e+02,2.908489208633093881e+01
8.085345323741007633e+02,1.803733812949640765e+02
8.439863309352517717e+02,2.343755395683453742e+02
1.187786330935251954e+03,2.883776978417266719e+02
1.208397841726618708e+03,3.065158273381295544e+02
1.255392086330935399e+03,3.155848920863310241e+02
1.246323021582733872e+03,3.502122302158273897e+02
1.275179136690647510e+03,3.168215827338129884e+02
1.351853956834532482e+03,3.238294964028777372e+02
1.348556115107913683e+03,3.098136690647482396e+02
1.344846043165467790e+03,2.859043165467626295e+02
1.367930935251798701e+03,3.040424460431655120e+02
1.306096402877697983e+03,2.723007194244605103e+02
1.284248201438849037e+03,2.846676258992806083e+02
1.294553956834532528e+03,3.065158273381295544e+02
1.306920863309352626e+03,2.389100719424460806e+02
1.261163309352518127e+03,1.989237410071942804e+02
1.265697841726618663e+03,1.816100719424460692e+02
1.261163309352518127e+03,1.173021582733813233e+02
1.248796402877697801e+03,1.346158273381295203e+02
1.252094244604316600e+03,1.036985611510791614e+02
1.286309352517985644e+03,1.230733812949640509e+02
1.185725179856115119e+03,2.331388489208633530e+02
8.291460431654676313e+02,4.474985611510792296e+02
9.173633093525180584e+02,4.474985611510792296e+02
9.367381294964029621e+02,4.314215827338130680e+02
8.992251798561151190e+02,4.198791366906475560e+02
9.449827338129496184e+02,4.545064748201439784e+02
9.577618705035971516e+02,4.499719424460432720e+02
9.622964028776979148e+02,4.442007194244605444e+02
9.837323741007194258e+02,4.507964028776979148e+02
9.895035971223021534e+02,4.371928057553957956e+02
9.862057553956834681e+02,4.301848920863310468e+02
1.010115107913669135e+03,4.462618705035972084e+02
1.006817266187050336e+03,4.359561151079137744e+02
1.029902158273381247e+03,4.474985611510792296e+02
1.055048201438848992e+03,4.545064748201439784e+02
1.062880575539568326e+03,4.553309352517986781e+02
9.449827338129496184e+02,4.050388489208634155e+02
9.610597122302158368e+02,3.901985611510792182e+02
9.301424460431654779e+02,3.889618705035971971e+02
9.334402877697841632e+02,3.980309352517986667e+02
9.231345323741007860e+02,3.650525179856115869e+02
8.258482014388489461e+02,3.407309352517986554e+02
8.221381294964028257e+02,2.240697841726619117e+02
8.394517985611511222e+02,2.310776978417266605e+02
8.967517985611510767e+02,2.228330935251798905e+02
9.128287769784172951e+02,2.331388489208633530e+02
9.301424460431654779e+02,2.104661870503597640e+02
8.085345323741007633e+02,1.713043165467626352e+02
8.382151079136690441e+02,1.700676258992806140e+02
8.580021582733812693e+02,1.564640287769784379e+02
9.565251798561150736e+02,2.009848920863309729e+02
9.565251798561150736e+02,1.886179856115108180e+02
9.655942446043166001e+02,1.783122302158273840e+02
9.095309352517986099e+02,1.585251798561151304e+02
8.955151079136691123e+02,1.391503597122302551e+02
8.876827338129496638e+02,1.185388489208633302e+02
8.485208633093525350e+02,9.009496402877699950e+01
8.431618705035971288e+02,8.308705035971225072e+01
8.316194244604316737e+02,3.609280575539568758e+01
8.612999999999999545e+02,4.310071942446043636e+01
